,Budget,Countries,Counts,Downloads,IMDB_ID,Ratings,Titles
18467,NaN,"[USA, France]",1,294,tt2043814,6.5,Crazy Horse (2011)
18468,NaN,[USA],2,5071,tt1353931,7.0,42 Ways to Kill Hitler (TV Movie 2008)
18469,NaN,"[Argentina, Canada, China, Nepal, USA]",1,98,tt2509922,7.7,Where the Trail Ends (2013)
18470,"$15,000,000","[Hong Kong, China]",1,71,tt1869721,5.9,Daai mo seut si (2011)
18471,NaN,"[Sweden, Denmark, Norway]",3,1762,tt0985058,6.2,Metropia (2009)
18472,NaN,[Japan],4,921,tt0044741,8.4,Ikiru (1952)
18473,NaN,[UK],2,357,tt0044744,7.7,The Importance of Being Earnest (1952)
18474,"$25,000,000",[USA],6,6878,tt0138097,7.2,Shakespeare in Love (1998)
18475,"$4,000,000","[Denmark, Norway, Sweden, Poland, France]",1,293,tt1239290,4.9,Kvinden der drømte om en mand (2010)
18476,NaN,[UK],2,553,tt0079094,5.9,Eagle's Wing (1979)
18477,NaN,[West Germany],1,211,tt0079095,7.9,The Marriage of Maria Braun (1979)
18478,"$1,300,000",[USA],1,309,tt0171465,4.4,Dusting Cliff 7 (1997)
18479,NaN,[Hungary],1,94,tt0171463,,A különc (TV Movie 1980)
18480,NaN,[USA],1,47,tt0005077,6.0,A Burlesque on Carmen (1915)
18481,NaN,[USA],1,61,tt0005074,6.8,The Champion (1915)
18482,NaN,[USA],4,1812,tt0324572,6.6,Winnie the Pooh: A Very Merry Pooh Year (2002)
18483,NaN,"[Australia, UK]",2,787,tt0280490,6.0,The Hard Word (2002)
18484,NaN,"[UK, Ireland]",2,1329,tt0280491,7.7,Bloody Sunday (2002)
18485,"$40,000,000","[Germany, Luxembourg, UK, USA]",2,644,tt0246544,4.7,The Musketeer (2001)
18486,"$35,000,000",[USA],11,82313,tt1656186,5.5,Stolen (2012)
18487,"$1,000,000",[USA],3,2850,tt0756672,5.6,The Killing Floor (2007)
18488,NaN,[USA],5,3739,tt1185431,6.6,My One and Only (2009)
18489,NaN,[USA],2,350,tt0299079,4.1,Pandora Peaks (Video 2001)
18490,NaN,[USA],1,133,tt0099254,6.2,Children of the Bride (TV Movie 1990)
18491,"$8,000,000","[UK, USA, Luxembourg]",1,370,tt0189998,6.9,Shadow of the Vampire (2000)
18492,NaN,[Hungary],2,2878,tt0121431,7.5,Johnny Corncob (1973)
18493,NaN,[UK],10,65872,tt2317225,6.1,The Machine (2013)
18494,NaN,[UK],2,1120,tt0446610,8.8,Auschwitz: The Nazis and the 'Final Solution' (TV Series 2005– )
18495,"$10,000,000",[USA],5,10641,tt1288403,5.2,Universal Soldier: Regeneration (2009)
18496,"$44,000,000","[UK, USA, Switzerland]",7,2263,tt0056937,7.0,Cleopatra (1963)
18497,NaN,[USA],2,206,tt0056930,7.4,A Child Is Waiting (1963)
18498,NaN,[UK],1,118,tt0056931,6.1,Children of the Damned (1964)
18499,NaN,[South Korea],5,3566,tt2025526,7.2,War of the Arrows (2011)
18500,"$15,000,000",[USA],3,5430,tt0844708,6.6,The Last House on the Left (2009)
18501,NaN,[Italy],1,521,tt0139877,6.7,The Nanny (1999)
18502,"$4,000,000","[UK, USA]",1,255,tt0156639,6.3,The Big Tease (1999)
18503,NaN,[USA],1,704,tt1599280,7.7,Avatar: Creating the World of Pandora (TV Movie 2010)
18504,NaN,[Hungary],4,4359,tt0408060,6.1,1 (2009)
18505,NaN,"[Italy, Spain]",1,176,tt0059601,6.7,A Pistol for Ringo (1965)
18506,"$2,600,000","[Thailand, USA]",3,2906,tt2458106,6.2,Ninja: Shadow of a Tear (2013)
18507,"$1,300,000",[USA],2,1440,tt0067328,8.1,The Last Picture Show (1971)
18508,NaN,"[France, West Germany]",1,49,tt0059608,6.0,Killer Spy (1965)
18509,"$6,000,000",[USA],2,542,tt2355495,6.7,Barefoot (2014)
18510,NaN,[Italy],1,511,tt0047469,7.6,Senso (1954)
18511,NaN,[USA],3,3338,tt2445310,6.4,Abominable Christmas (TV Movie 2012)
18512,NaN,[USA],2,1041,tt0047464,6.4,Secret of the Incas (1954)
18513,NaN,"[Spain, Mexico]",1,984,tt0208675,7.3,Sexo por compasión (2000)
18514,NaN,[USA],3,1152,tt0800003,3.4,Delta Farce (2007)
18515,NaN,[USA],1,633,tt0302531,4.2,Endangered Species (2003)
18516,NaN,[New Zealand],1,749,tt0494222,6.9,Eagle vs Shark (2007)
18517,NaN,[Canada],1,548,tt0494224,6.1,End of the Line (2007)
18518,"$40,000",[USA],1,62,tt1177930,7.9,Niña quebrada (2008)
18519,"$5,000,000",[USA],2,691,tt0083960,5.4,Forced Vengeance (1982)
18520,NaN,[USA],2,735,tt0083967,7.4,Frances (1982)
18521,NaN,[USA],1,213,tt0083965,5.0,Foxfire Light (1982)
18522,NaN,[France],2,510,tt0111856,5.4,À la folie (1994)
18523,"$175,000",[USA],1,35,tt1822311,6.8,Sparrows Dance (2012)
18524,"$45,000,000","[USA, Australia]",7,12853,tt0364045,6.1,Taking Lives (2004)
18525,"$4,000,000",[USA],1,521,tt0128137,5.9,The Confession (1999)
18526,"$40,000,000",[USA],4,8828,tt0368933,5.6,The Princess Diaries 2: Royal Engagement (2004)
18527,NaN,"[Netherlands, Germany, Italy, Switzerland, UK]",1,903,tt0306097,6.6,Stratosphere Girl (2004)
18528,NaN,[Spain],3,1249,tt0085496,6.6,Dark Habits (1983)
18529,"$30,000,000",[USA],11,40865,tt0252866,6.4,American Pie 2 (2001)
18530,"$35,000,000","[USA, UK]",8,15105,tt0959337,7.4,Revolutionary Road (2008)
18531,NaN,"[Italy, France, Spain]",2,569,tt0056208,6.4,Madame (1961)
18532,NaN,[Hungary],1,182,tt0997059,,Fehér rozsda (TV Movie 1982)
18533,NaN,[UK],1,49,tt0066053,6.4,The Man Who Haunted Himself (1970)
18534,NaN,[Italy],1,449,tt0066050,5.9,A Man Called Sledge (1970)
18535,NaN,[USA],2,797,tt0377990,6.1,The Goodbye Girl (TV Movie 2004)
18536,NaN,"[Canada, UK]",1,547,tt0377992,7.6,The Visual Bible: The Gospel of John (2003)
18537,NaN,"[UK, Ireland, USA]",5,5151,tt0446719,5.7,Isolation (2005)
18538,"$18,000,000",[USA],1,593,tt0061584,6.2,Doctor Dolittle (1967)
18539,NaN,[India],1,51,tt0285958,4.1,Pyaar Ishq Aur Mohabbat (2001)
18540,"$300,000",[South Korea],1,203,tt1831744,4.3,Pyega (2010)
18541,NaN,[UK],1,151,tt0068230,6.5,Asylum (1972)
18542,NaN,[Spain],1,70,tt0068232,5.8,Return of the Evil Dead (1973)
18543,NaN,"[France, Italy, West Germany]",1,664,tt0068233,6.9,The Assassination (1972)
18544,NaN,"[Germany, UK]",2,574,tt0106185,5.7,The Innocent (1993)
18545,"$3,600,000",[USA],3,1609,tt1100051,5.1,Bereavement (2010)
18546,NaN,[UK],1,235,tt1100053,5.2,Tormented (2009)
18547,NaN,[USA],1,1728,tt0106188,6.9,12:01 (TV Movie 1993)
18548,NaN,[Poland],1,126,tt2577150,7.5,Drogówka (2013)
18549,"$600,000",[USA],3,1645,tt0066580,8.0,Woodstock (1970)
18550,"$8,000,000",[USA],2,457,tt0095519,6.2,License to Drive (1988)
18551,NaN,"[Spain, France, Germany, Japan]",1,62,tt0211718,7.1,Vengo (2000)
18552,NaN,[USA],1,264,tt0109982,5.5,Hand Gun (1994)
18553,NaN,[USA],1,339,tt0109986,4.7,The Hard Truth (1994)
18554,"$20,000,000","[Russia, Germany, Kazakhstan, Mongolia]",6,9494,tt0416044,7.3,Mongol: The Rise of Genghis Khan (2007)
18555,"$7,000,000",[USA],1,602,tt0246002,5.6,Kingdom Come (2001)
18556,NaN,[UK],2,1088,tt0064699,5.4,Mosquito Squadron (1969)
18557,"$30,000,000","[Germany, USA]",2,721,tt0106453,4.3,Body of Evidence (1993)
18558,"$13,000,000",[USA],2,1095,tt0106452,5.9,Body Snatchers (1993)
18559,NaN,[USA],1,441,tt0064695,6.3,More Dead Than Alive (1969)
18560,"$9,000,000","[USA, France]",2,768,tt0106455,4.9,Boiling Point (1993)
18561,NaN,[USA],1,633,tt0114858,4.7,Virus (TV Movie 1995)
18562,NaN,[Thailand],1,198,tt1058008,5.3,Suay Laak Sai (2007)
18563,NaN,[Italy],1,221,tt0053185,6.2,Poveri milionari (1959)
18564,"$6,500,000",[USA],1,566,tt0929858,4.9,Final Approach (TV Movie 2007)
18565,NaN,"[West Germany, Portugal, USA]",1,1173,tt0084725,7.2,Der Stand der Dinge (1982)
18566,"$11,000,000",[USA],8,5982,tt0084726,7.7,Star Trek II: The Wrath of Khan (1982)
18567,NaN,[USA],1,118,tt0084727,5.9,Stark Raving Mad (1981)
18568,"$17,000,000","[UK, France, USA]",5,4689,tt0475394,6.7,Smokin' Aces (2006)
18569,NaN,[France],2,444,tt0115567,4.9,Arlette (1997)
18570,"$1,000,000",[USA],1,1366,tt0475390,5.9,Shut Up and Sing (2006)
18571,NaN,[France],2,501,tt0080610,7.4,Le dernier métro (1980)
18572,NaN,[USA],1,803,tt0469045,5.7,Broken (2006)
18573,NaN,[USA],7,9492,tt1381418,5.4,You May Not Kiss the Bride (2011)
18574,"$20,000,000",[USA],3,1279,tt0483726,6.1,Man of the Year (2006)
18575,NaN,[USA],1,299,tt0096153,4.1,Spellcaster (1988)
18576,NaN,[USA],1,529,tt0096159,3.5,"Splash, Too (TV Movie 1988)"
18577,NaN,[UK],2,560,tt0337587,6.9,Bugs! (2003)
18578,NaN,[Italy],1,786,tt0295539,5.3,Provocation (1996)
18579,"$6,000,000",[USA],1,2574,tt1210344,2.9,Cyclops (TV Movie 2008)
18580,NaN,[USA],1,1450,tt2234086,6.3,P90X2 (Power 90 Extreme 2) (Video 2011)
18581,"$20,000,000",[USA],4,3282,tt0844286,6.9,The Brothers Bloom (2008)
18582,"$1,000,000",[USA],2,224,tt1977895,6.2,Resolution (2012)
18583,NaN,[UK],1,492,tt1411232,4.5,Night Wolf (2010)
18584,"$1,150,000",[USA],1,367,tt1715223,2.9,The Watermen (2012)
18585,NaN,"[East Germany, Yugoslavia]",2,1649,tt0061057,6.1,Die Söhne der großen Bärin (1966)
18586,"$25,000,000",[USA],9,80257,tt1411238,6.2,No Strings Attached (2011)
18587,"$4,000,000",[USA],2,606,tt0110805,3.6,Pentathlon (1994)
18588,NaN,[Canada],1,221,tt1716759,4.6,Pressed (2011)
18589,NaN,[Germany],1,414,tt1361349,6.5,Nanga Parbat (2010)
18590,NaN,[Canada],1,284,tt1716753,3.6,Monster Brawl (2011)
18591,"$11,000,000",[USA],1,493,tt0120142,5.5,The Sixth Man (1997)
18592,NaN,[USA],1,253,tt0033373,7.9,Ball of Fire (1941)
18593,NaN,[USA],1,238,tt0113443,7.1,It's My Party (1996)
18594,"$20,000,000",[USA],2,2248,tt0295289,5.6,A Guy Thing (2003)
18595,NaN,[South Korea],2,862,tt0475532,6.2,Chello hongmijoo ilga salinsagan (2005)
18596,NaN,[France],1,155,tt0065772,7.7,Le genou de Claire (1970)
18597,NaN,"[Italy, West Germany]",1,214,tt0065777,7.5,The Garden of the Finzi-Continis (1970)
18598,"$5,654,930","[Australia, New Zealand, UK]",1,502,tt0091513,4.9,Mesmerized (1986)
18599,"$50,000,000",[USA],4,2473,tt0116225,5.6,Escape from L.A. (1996)
18600,"$20,000,000",[USA],1,575,tt0094746,6.6,Biloxi Blues (1988)
18601,NaN,[Canada],1,278,tt0116221,5.3,Erreur sur la personne (1995)
18602,NaN,[Hungary],1,261,tt0116222,6.7,Érzékek iskolája (1996)
18603,NaN,[USA],1,163,tt0021408,5.9,Soup to Nuts (1930)
18604,"$10,000,000",[USA],1,264,tt2039339,5.7,Flicka: Country Pride (Video 2012)
18605,"$1,000,000",[USA],1,508,tt0245724,3.3,Big Wind on Campus (2000)
18606,NaN,[Hong Kong],2,998,tt0097202,8.0,The Killer (1989)
18607,NaN,[UK],1,1339,tt0462133,8.1,Seconds from Disaster (TV Series 2004– )
18608,NaN,[USA],3,851,tt0113542,6.4,Killer: A Journal of Murder (1995)
18609,"$1,500,000",[USA],4,5620,tt0113540,7.0,Kids (1995)
18610,NaN,[Spain],1,145,tt0820094,4.2,"Isi & Disi, alto voltaje (2006)"
18611,NaN,[Russia],2,1153,tt0820096,7.5,Izobrazhaya zhertvu (2006)
18612,NaN,[UK],1,68,tt2754650,7.7,A Hand to Play (2013)
18613,NaN,[South Korea],1,162,tt0336678,7.2,Jungdok (2002)
18614,NaN,[UK],1,611,tt1433852,7.3,Louis Theroux: A Place for Paedophiles (TV Movie 2009)
18615,NaN,[France],1,291,tt0381270,6.7,Ils se marièrent et eurent beaucoup d'enfants (2004)
18616,NaN,[Canada],1,396,tt0381274,6.3,In the Dark (TV Movie 2003)
18617,NaN,"[UK, Japan, New Zealand]",2,683,tt0085933,7.3,Merry Christmas Mr. Lawrence (1983)
18618,NaN,[Germany],3,6494,tt0258827,5.3,Girls on Top (2001)
18619,"$3,000,000",[USA],4,1129,tt0085936,8.0,Mickey's Christmas Carol (1983)
18620,NaN,[USA],2,683,tt0085935,3.5,Metalstorm: The Destruction of Jared-Syn (1983)
18621,NaN,[Hong Kong],2,1409,tt0796212,7.4,Fong juk (2006)
18622,NaN,"[UK, USA]",2,2823,tt0485376,5.1,Dark Corners (2006)
18623,NaN,[USA],1,207,tt0222020,2.7,Mach 2 (2001)
18624,NaN,[USA],2,1008,tt0100318,6.3,Pacific Heights (1990)
18625,NaN,"[France, USA]",1,767,tt0100319,3.2,Pacific Palisades (1990)
18626,"$850,000",[USA],2,1748,tt1290472,3.8,Dragon Hunter (2009)
18627,NaN,[USA],2,5711,tt1290471,2.8,The Day the Earth Stopped (Video 2008)
18628,NaN,[China],2,1589,tt1102364,6.6,Wudang (1985)
18629,NaN,[Italy],1,282,tt0076517,7.4,Padre padrone (1977)
18630,NaN,[USA],1,406,tt0828393,5.8,Garden Party (2008)
18631,"$80,000,000","[USA, Germany]",3,7221,tt0318155,5.8,Looney Tunes: Back in Action (2003)
18632,NaN,[USA],4,7188,tt0259685,5.4,Tremors 3: Back to Perfection (Video 2001)
18633,NaN,[USA],1,174,tt0070825,6.4,The Train Robbers (1973)
18634,NaN,[USA],1,285,tt0473479,7.8,"Eric Clapton: One More Car, One More Rider - Live on Tour 2001 (Video 2002)"
18635,NaN,"[France, Italy]",1,654,tt0070827,6.3,Shock Treatment (1973)
18636,NaN,[Senegal],1,67,tt0070820,7.1,Touki Bouki (1973)
18637,NaN,[France],1,597,tt0070821,4.6,Fly Me the French Way (1974)
18638,"$12,000,000","[UK, Romania, USA]",3,3587,tt0783518,3.5,Flight of Fury (Video 2007)
18639,"$5,000,000",[USA],1,795,tt0783515,6.7,The Education of Charlie Banks (2007)
18640,NaN,[USA],1,286,tt0063348,6.0,The Night They Raided Minsky's (1968)
18641,"$5,500,000",[USA],2,593,tt0048140,7.3,Guys and Dolls (1955)
18642,"$6,500,000",[USA],4,9177,tt1360767,5.1,A Dangerous Man (Video 2009)
18643,NaN,[Hungary],1,167,tt0048142,7.3,Gázolás (1955)
18644,NaN,[USA],1,798,tt0116913,7.4,Looking for Richard (1996)
18645,NaN,[Hungary],1,252,tt1158718,,Az ifjúság megnyugtat (2002)
18646,"$23,000,000","[UK, USA]",2,3554,tt0172396,7.2,The End of the Affair (1999)
18647,NaN,[USA],4,9887,tt1299653,4.8,Messengers 2: The Scarecrow (Video 2009)
18648,"$12,000,000",[USA],2,1241,tt0104940,7.7,The Muppet Christmas Carol (1992)
18649,"$30,000,000","[UK, USA]",8,3817,tt0090264,6.3,A View to a Kill (1985)
18650,NaN,[USA],4,2495,tt0096639,8.8,Lonesome Dove (TV Mini-Series 1989)
18651,NaN,"[UK, USA]",3,1272,tt1117646,6.8,The Special Relationship (TV Movie 2010)
18652,"$3,300,000",[UK],1,134,tt3477732,3.7,Full English Breakfast (2014)
18653,NaN,[USA],1,4179,tt0190198,7.7,Roughnecks: The Starship Troopers Chronicles (TV Series 1999– )
18654,NaN,[USA],1,591,tt1376460,2.1,Transmorphers: Fall of Man (Video 2009)
18655,"$8,500,000",[USA],1,1120,tt0283026,4.9,Swimfan (2002)
18656,NaN,[Hungary],1,193,tt0034727,,Fekete hajnal (1943)
18657,NaN,[USA],1,354,tt0059724,6.1,Situation Hopeless... But Not Serious (1965)
18658,NaN,"[Canada, Italy]",7,9696,tt1423894,7.3,Barney's Version (2010)
18659,NaN,"[Canada, USA]",1,1146,tt0311941,6.1,Try Seventeen (2002)
18660,"$35,000,000",[USA],2,4649,tt0111333,6.4,The Swan Princess (1994)
18661,NaN,"[USA, New Zealand]",1,991,tt0096985,6.9,Brotherhood of the Rose (TV Mini-Series 1989)
18662,NaN,[USA],1,432,tt0491793,6.1,Murder 101 (TV Movie 2006)
18663,NaN,[USA],1,60,tt0107762,4.6,Out for Blood (1992)
18664,NaN,[Germany],2,1045,tt1272009,5.2,Crashpoint - 90 Minuten bis zum Absturz (TV Movie 2009)
18665,NaN,[USA],1,1105,tt1237962,6.0,Will You Merry Me? (TV Movie 2008)
18666,"$4,500,000","[Canada, USA]",2,554,tt0196106,3.6,MVP: Most Valuable Primate (2000)
18667,NaN,[Italy],2,946,tt0071880,6.4,The Last 4 Days (1974)
18668,NaN,[France],2,1638,tt0473829,4.8,Camping (2006)
18669,NaN,[USA],1,1096,tt0327698,6.3,The Even Stevens Movie (TV Movie 2003)
18670,NaN,"[Italy, France, West Germany]",3,1089,tt0073036,6.3,"A Genius, Two Friends, and an Idiot (1975)"
18671,NaN,[Finland],1,445,tt1864557,6.5,Tie pohjoiseen (2012)
18672,NaN,[Hungary],1,540,tt0029683,6.3,Torockói menyasszony (1937)
18673,NaN,[France],1,442,tt0440895,7.1,Une vie (TV Movie 2005)
18674,"$10,000,000",[USA],9,26521,tt1314655,6.3,Devil (2010)
18675,NaN,[USA],1,266,tt2649366,2.7,Punishment (2013)
18676,NaN,"[USA, Italy]",1,536,tt0106844,6.6,Extralarge: Condor Mission (TV Movie 1993)
18677,NaN,"[USA, Italy]",2,1023,tt0106845,6.4,Extralarge: Diamonds (TV Movie 1993)
18678,NaN,"[USA, Italy]",3,1038,tt0106846,6.8,Extralarge: Gonzales' Revenge (TV Movie 1993)
18679,NaN,[South Korea],1,369,tt1314652,6.5,Hanyo (2010)
18680,NaN,"[USA, Italy]",2,1121,tt0106848,6.6,Extralarge: Lord of the Sun (TV Movie 1993)
18681,NaN,"[USA, Italy]",2,1383,tt0106849,6.4,Extralarge: Ninja Shadow (TV Movie 1993)
18682,NaN,[USA],1,440,tt0470737,6.4,The Dukes (2007)
18683,NaN,"[USA, UK]",1,895,tt0470732,6.6,Bernard and Doris (2006)
18684,NaN,[Hong Kong],1,16,tt3420064,5.8,Mr & Mrs Player (2013)
18685,"$5,000,000",[USA],2,748,tt0938706,6.5,The Last Lullaby (2008)
18686,NaN,[Czech Republic],1,557,tt1267499,5.9,Nestyda (2008)
18687,"$10,000,000",[USA],3,2626,tt0265632,6.5,Recess: School's Out (2001)
18688,"$3,000",[USA],2,2152,tt0364527,3.9,Monsturd (Video 2003)
18689,NaN,[Hungary],1,335,tt0029533,7.5,"Segítség, örököltem! (1937)"
18690,"$80,000,000","[China, Hong Kong, Japan, Taiwan, South Korea]",4,1187,tt1326972,7.6,Chi bi Part II: Jue zhan tian xia (2009)
18691,NaN,"[USA, United Arab Emirates, Poland]",4,11441,tt1023114,7.3,The Way Back (2010)
18692,"$4,300,000",[Australia],1,72,tt1209377,6.8,Beautiful Kate (2009)
18693,"$16,800,000",[USA],2,1913,tt0422295,6.5,Fur: An Imaginary Portrait of Diane Arbus (2006)
18694,"$5,500,000",[Australia],6,5467,tt0117631,7.7,Shine (1996)
18695,NaN,"[Croatia, Bosnia and Herzegovina]",4,6649,tt0449671,6.4,Zivi i mrtvi (2007)
18696,NaN,"[Canada, China]",3,1729,tt0858433,4.2,Diamond Dogs (2007)
18697,NaN,"[Germany, USA]",1,324,tt0263671,6.4,Love the Hard Way (2001)
18698,"$200,000",[USA],4,5756,tt1544600,6.3,The Grace Card (2010)
18699,NaN,[Hungary],1,260,tt0044584,,Elsö fecskék (1952)
18700,NaN,"[France, Italy, Spain]",1,284,tt0068176,6.6,L'affaire Dominici (1973)
18701,NaN,[UK],1,1135,tt0068171,5.8,Adolf Hitler: My Part in His Downfall (1973)
18702,NaN,[South Korea],1,744,tt1950327,4.2,Roboteuwang Sseonsyakeu (1985)
18703,NaN,[USA],1,224,tt0110178,2.6,Jailbait (Video 1993)
18704,NaN,[UK],1,412,tt3431296,6.4,La Coupe De La Gloire: The Official Film of the 1998 FIFA World Cup (1998)
18705,NaN,"[Czech Republic, France, UK, Italy, Germany, USA, Netherlands]",1,747,tt0110175,6.4,Jacob (TV Movie 1994)
18706,"$25,000,000",[USA],7,48623,tt0989757,6.2,Dear John (2010)
18707,NaN,[USA],1,71,tt2395246,5.8,Taken by Grace (Video 2013)
18708,"$4,000,000",[USA],3,15541,tt2395247,6.3,How to Fall in Love (TV Movie 2012)
18709,"$18,000,000","[Canada, USA]",7,11039,tt1032815,5.3,"I Love You, Beth Cooper (2009)"
18710,"$25,000",[USA],1,656,tt1136684,4.2,Run! Bitch Run! (2009)
18711,NaN,[USA],1,1357,tt1136683,2.3,100 Million BC (Video 2008)
18712,NaN,[USA],1,1493,tt0177625,3.7,Children of the Corn 666: Isaac's Return (Video 1999)
18713,NaN,[USA],3,1157,tt0490822,5.7,Bring It On: All or Nothing (Video 2006)
18714,NaN,[UK],4,1568,tt1510906,7.7,Third Star (2010)
18715,"$15,000,000","[UK, Canada]",1,552,tt1332653,5.7,The Day of the Triffids (TV Mini-Series 2009)
18716,NaN,[USA],1,347,tt1778342,8.0,The Fantastic Flying Books of Mr. Morris Lessmore (2011)
18717,NaN,[Germany],2,1976,tt1517485,6.1,Rumpelstilzchen (TV Movie 2009)
18718,NaN,"[Canada, USA]",6,10394,tt2946582,5.5,Barbie Mariposa and the Fairy Princess (2013)
18719,"$27,000,000",[USA],8,15215,tt1517489,3.6,Spy Kids: All the Time in the World in 4D (2011)
18720,NaN,[Italy],1,461,tt2322683,4.9,È nata una star? (2012)
18721,"$68,000,000","[USA, Germany, UK, Ireland]",7,34073,tt0215750,7.6,Enemy at the Gates (2001)
18722,NaN,[UK],1,203,tt2484120,7.3,Room on the Broom (TV Short 2012)
18723,NaN,[Australia],1,356,tt2323551,7.5,Hungry for Change (2012)
18724,NaN,[USA],1,1192,tt0419125,5.0,See Arnold Run (TV Movie 2005)
18725,NaN,[Japan],3,1124,tt0408664,8.1,Nobody Knows (2004)
18726,"$6,000,000",[USA],3,4533,tt0893532,5.6,Kill Theory (2009)
18727,"$8,500,000",[USA],4,6626,tt0405296,7.1,A Scanner Darkly (2006)
18728,NaN,[USA],2,705,tt0087644,8.0,Love Streams (1984)
18729,"$780,000",[UK],1,496,tt0319728,5.6,The Last Horror Movie (2003)
18730,"$800,000",[UK],1,695,tt0060086,7.1,Alfie (1966)
18731,NaN,[Japan],1,23,tt0060082,7.4,Ai no kawaki (1967)
18732,NaN,[Canada],1,783,tt1425620,7.6,Asteroid Trackers (TV Movie 2008)
18733,NaN,[Denmark],1,1457,tt1425624,5.2,Parterapi (2010)
18734,NaN,[India],1,85,tt0169302,7.2,Theeviravaathi: The Terrorist (1998)
18735,"$150,000,000",[USA],13,19568,tt0938283,4.4,The Last Airbender (2010)
18736,NaN,[USA],1,1674,tt0386415,7.1,Dolphins: The Wild Side (TV Movie 1999)
18737,NaN,[USA],1,1527,tt0060550,8.1,"It's the Great Pumpkin, Charlie Brown (TV Short 1966)"
18738,NaN,[USA],1,618,tt0217363,6.7,Dirty Pictures (TV Movie 2000)
18739,NaN,[USA],2,2197,tt0233657,4.8,Epoch (TV Movie 2001)
18740,NaN,[USA],1,82,tt2366127,6.9,Dead in 5 Heartbeats (2013)
18741,NaN,"[France, Belgium]",1,971,tt1667100,6.1,La chance de ma vie (2011)
18742,"$3,500,000",[USA],1,650,tt0380817,6.5,Winter Passing (2005)
18743,NaN,"[UK, USA]",1,133,tt0086112,7.2,The Pirates of Penzance (1983)
18744,NaN,"[Italy, Dominican Republic]",1,805,tt0081727,3.6,Orgasmo nero (1980)
18745,NaN,[USA],1,309,tt0106440,5.3,Blue Flame (1993)
18746,"$6,000,000","[UK, Bahamas]",2,1951,tt0996382,6.3,Dolphins and Whales 3D: Tribes of the Ocean (2008)
18747,NaN,[Hungary],4,1612,tt0351172,6.2,"Kelj fel, komám, ne aludjál (2002)"
18748,"$1,073,000",[USA],1,487,tt0029947,8.1,Bringing Up Baby (1938)
18749,NaN,[USA],1,351,tt2381079,5.8,Above All Else: The Everest Dream (1999)
18750,NaN,[South Korea],1,51,tt2973516,6.3,Deo Web-toon: Ye-go Sal-in (2013)
18751,"$58,000,000",[USA],8,6160,tt0120844,6.4,Star Trek: Insurrection (1998)
18752,NaN,[Japan],1,63,tt1092006,6.3,Goth (2008)
18753,NaN,[India],1,62,tt1092005,4.8,Golmaal Returns (2008)
18754,NaN,[USA],3,3123,tt0120841,4.2,Species II (1998)
18755,"$50,000,000",[USA],7,8361,tt0429589,5.9,The Ant Bully (2006)
18756,NaN,[France],1,1155,tt0174227,5.9,The Return of Monte Cristo (1968)
18757,NaN,"[USA, Australia]",5,2725,tt1847548,4.5,Bad Karma (2012)
18758,NaN,[USA],3,1645,tt0098051,6.4,The Package (1989)
18759,NaN,"[Italy, UK]",1,557,tt1130992,5.8,Pinocchio (TV Movie 2008)
18760,NaN,"[France, Italy]",5,19681,tt1130993,5.4,Ultimate Heist (2009)
18761,"$75,000,000","[Germany, France, UK, USA]",14,35176,tt1509767,5.8,The Three Musketeers (2011)
18762,"$35,000,000","[USA, Canada]",17,87595,tt1588173,7.0,Warm Bodies (2013)
18763,NaN,[South Korea],5,5324,tt1588170,7.8,I Saw the Devil (2010)
18764,"$4,500,000",[USA],6,10396,tt0080453,5.6,The Blue Lagoon (1980)
18765,NaN,[USA],1,139,tt0080457,5.1,Bogie (TV Movie 1980)
18766,NaN,[Norway],1,580,tt1386683,7.0,En ganske snill mann (2010)
18767,"$27,000,000",[USA],4,4982,tt0080455,8.0,The Blues Brothers (1980)
18768,NaN,[Denmark],1,171,tt0495040,7.4,Kunsten at græde i kor (2006)
18769,"$6,000,000","[Australia, New Zealand, USA]",5,2936,tt0082968,5.7,Treasure of the Yankee Zephyr (1981)
18770,NaN,[China],1,73,tt2204340,5.7,Si da ming bu (2012)
18771,NaN,"[France, Italy]",3,1570,tt0059831,6.5,Up to His Ears (1965)
18772,NaN,[Hungary],1,752,tt0059838,7.4,Tízezer nap (1967)
18773,NaN,[Canada],1,752,tt0385163,6.4,Picking Up & Dropping Off (TV Movie 2003)
18774,NaN,"[France, UK, Germany]",2,405,tt0271136,5.2,Quicksand (2003)
18775,NaN,[Hungary],1,867,tt1166111,7.1,"Rövid, de kemény... életem (2008)"
18776,"$1,500,000",[Canada],3,6881,tt1226681,6.7,Pontypool (2008)
18777,NaN,[Germany],5,4351,tt0017136,8.4,Metropolis (1927)
18778,NaN,"[France, Japan, South Korea, Germany]",1,370,tt0976060,7.1,Tokyo! (2008)
18779,NaN,[Sweden],1,872,tt1227555,6.1,Isolerad (2010)
18780,"$17,000,000",[USA],6,9309,tt0084602,6.6,Rocky III (1982)
18781,"$35,000,000","[Denmark, Germany, Sweden]",1,685,tt0120152,6.4,Smilla's Sense of Snow (1997)
18782,NaN,[Hong Kong],1,126,tt0284510,,Spider Force (1992)
18783,"$25,000,000",[USA],3,2941,tt0279493,5.8,Undercover Brother (2002)
18784,NaN,[Italy],1,327,tt0847754,6.6,"Piano, solo (2007)"
