,Budget,Countries,Counts,Downloads,IMDB_ID,Ratings,Titles
324,NaN,[Japan],1,40,tt0466375,6.7,Hinokio (2005)
325,NaN,[Hungary],1,308,tt0078842,,Békeidö (1980)
326,NaN,[Germany],1,505,tt0373762,4.3,Der Clown (2005)
327,NaN,[USA],3,2437,tt0078841,8.1,Being There (1979)
328,"$239,000",[USA],1,144,tt0078846,5.7,Beneath the Valley of the Ultra-Vixens (1979)
329,NaN,[Japan],1,439,tt0370754,7.6,Hoshi no koe (2003)
330,"$30,000,000","[USA, France]",13,149363,tt2404311,6.4,The Family (2013)
331,"$1,400,000",[USA],1,1436,tt0427166,5.1,Doing Hard Time (Video 2004)
332,NaN,[USA],3,2333,tt0272790,5.8,Princess of Thieves (TV Movie 2001)
333,NaN,[USA],1,221,tt0165098,4.2,Back to Even (1998)
334,NaN,[Hungary],1,271,tt0075693,7.9,Apám néhány boldog éve (1977)
335,NaN,[UK],2,170,tt2668102,6.1,Wayland's Song (2013)
336,NaN,"[Belgium, France]",1,571,tt0903824,7.2,L'enfant du secret (TV Movie 2006)
337,"$23,000,000",[USA],11,28526,tt0134847,7.1,Pitch Black (2000)
338,"$6,400,000",[Germany],2,1823,tt1198403,4.0,Lost City Raiders (TV Movie 2008)
339,"$8,000,000","[France, USA]",7,3410,tt0428803,7.8,March of the Penguins (2005)
340,NaN,[USA],1,1224,tt1075544,6.3,"""The Grim Adventures of Billy & Mandy"" Wrath of the Spider Queen (TV Episode 2007)"
341,NaN,"[Canada, USA]",2,236,tt0126816,4.9,Blackjack (TV Movie 1998)
342,"$145,000,000","[USA, United Arab Emirates, Czech Republic]",23,258353,tt1229238,7.4,Mission: Impossible - Ghost Protocol (2011)
343,"$2,000,000",[USA],1,3067,tt1046245,3.1,Cross (Video 2011)
344,NaN,[UK],2,2904,tt0382189,6.8,My Summer of Love (2004)
345,NaN,[France],3,637,tt0382182,5.0,Milady (TV Movie 2004)
346,NaN,[UK],1,157,tt1772244,7.5,Attenborough's Journey (TV Movie 2010)
347,"$5,000,000","[USA, Canada]",5,13395,tt1772240,5.2,Apollo 18 (2011)
348,NaN,"[USA, France]",2,278,tt0118734,5.2,The Blackout (1997)
349,"$2,000,000",[USA],1,931,tt0118736,6.7,Six-String Samurai (1998)
350,NaN,[USA],2,705,tt0118732,3.8,Black Thunder (1998)
351,"$400,000",[USA],3,1502,tt0050556,6.5,Jailhouse Rock (1957)
352,NaN,"[Poland, USA]",1,381,tt0446774,2.9,Rh+ (2005)
353,NaN,[USA],1,112,tt1722622,,"Elmo's World: Dancing, Music, and Books (Video 2001)"
354,"$35,000",[USA],1,518,tt0050558,6.3,The James Dean Story (1957)
355,NaN,[USA],2,2150,tt0489007,5.1,Cow Belles (TV Movie 2006)
356,"$100,000",[USA],1,192,tt1112817,,Budokon: Strength & Balance (Video 2007)
357,NaN,[UK],2,5441,tt0205177,5.3,Kevin & Perry Go Large (2000)
358,"$50,000,000","[USA, Germany, UK]",7,28941,tt0963178,6.5,The International (2009)
359,NaN,[Japan],1,37,tt3465710,5.9,"Wake Up, Girls! 7 Nin No Idol the Movie (2014)"
360,NaN,[Japan],2,136,tt1590796,5.9,Sentô shôjo: Chi no tekkamen densetsu (2010)
361,NaN,[USA],2,549,tt0277944,3.2,Panic (2002)
362,NaN,[USA],1,251,tt0353168,6.9,Fighter Pilot: Operation Red Flag (2004)
363,"$180,000,000","[USA, UK]",7,8926,tt0363771,6.9,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)"
364,"$3,000,000",[USA],2,705,tt0040724,7.8,Red River (1948)
365,NaN,[UK],1,289,tt0040725,8.3,The Red Shoes (1948)
366,NaN,"[Greece, France, Germany, Italy]",2,114,tt0156794,7.7,Eternity and a Day (1998)
367,NaN,[Ireland],1,96,tt0419420,7.1,Adam & Paul (2004)
368,"$3,500,000",[USA],1,637,tt0055458,5.2,Snow White and the Three Stooges (1961)
369,NaN,[USA],6,11964,tt2958484,6.2,The Smurfs: The Legend of Smurfy Hollow (TV Short 2013)
370,"$16,000,000",[USA],1,447,tt0252147,6.0,The Magnificent Ambersons (TV Movie 2002)
371,"$9,000,000","[UK, France]",1,493,tt0286261,7.6,All or Nothing (2002)
372,$150,[USA],1,294,tt0000439,7.4,The Great Train Robbery (1903)
373,NaN,[Soviet Union],1,69,tt0316624,7.2,Zloy dukh Yambuya (1977)
374,"$25,000,000",[USA],3,7472,tt1322269,7.3,August: Osage County (2013)
375,NaN,[Denmark],1,9,tt1199466,8.6,Julius Caesar (TV Movie 2005)
376,NaN,[Hong Kong],1,621,tt0105851,7.2,Full Contact (1992)
377,"$30,000,000","[USA, Australia]",9,59207,tt0881320,5.9,Sanctum (2011)
378,"$3,000,000",[USA],3,2993,tt0051201,8.5,Witness for the Prosecution (1957)
379,NaN,"[Spain, France]",3,7156,tt1605769,5.8,Le moine (2011)
380,NaN,[Hong Kong],1,163,tt0105859,7.4,Sun lung moon hak chan (1992)
381,"$5,000,000",[USA],4,1119,tt0259822,5.7,.45 (2006)
382,"$1,200,000",[USA],2,1153,tt0051207,7.5,The Wrong Man (1956)
383,NaN,[Japan],2,2989,tt0434125,4.8,Kiseichuu: kiraa pusshii (Video 2004)
384,NaN,"[USA, UK]",2,2034,tt0434124,7.0,Kinky Boots (2005)
385,"$12,000,000",[USA],2,1826,tt1886493,4.7,Catch .44 (2011)
386,NaN,[Canada],1,212,tt0208715,5.0,Balls Up (TV Movie 1997)
387,NaN,"[Canada, USA]",1,1584,tt0923824,3.8,Ogre (TV Movie 2008)
388,"$25,150,000","[USA, Germany]",3,1488,tt0389957,5.3,Edison (2005)
389,"$5,010,000",[USA],1,110,tt0095792,5.3,Options (1989)
390,NaN,[Israel],1,932,tt1293486,6.5,Vipo: Adventures of the Flying Dog (TV Series 2007– )
391,NaN,[USA],1,1290,tt0364745,5.9,Whirlygirl (2006)
392,NaN,[USA],2,522,tt0095532,6.0,Little Nikita (1988)
393,"$747,000","[France, Italy]",3,1178,tt0061955,7.3,The Bride Wore Black (1968)
394,NaN,[France],1,97,tt0085370,7.3,Entre Nous (1983)
395,"$100,000,000",[USA],8,15827,tt0368891,6.9,National Treasure (2004)
396,NaN,[USA],3,1107,tt0052151,7.4,Run Silent Run Deep (1958)
397,NaN,[Japan],4,4760,tt0097814,7.9,Kiki's Delivery Service (1989)
398,"$11,000,000",[USA],3,6433,tt0097815,7.2,Major League (1989)
399,NaN,[USA],1,221,tt0286484,3.7,Reasonable Doubt (2001)
400,NaN,"[Belgium, Australia, USA, Sweden, Portugal, Norway, Netherlands, Japan, Ireland, Iceland, Finland, Denmark, UK, France]",2,584,tt0097810,7.7,The Mahabharata (TV Mini-Series 1989)
401,NaN,[Hungary],1,700,tt0264100,7.4,Torzók (2001)
402,NaN,[USA],1,1164,tt0129908,4.8,Ernest in the Army (1998)
403,NaN,[Mexico],1,53,tt0282392,6.9,Bosque de muerte (1993)
404,"$20,000,000",[USA],10,41004,tt0815236,6.4,She's Out of My League (2010)
405,NaN,[USA],1,72,tt0104275,7.1,Fires of Kuwait (1992)
406,NaN,[USA],2,2258,tt0068359,7.8,A Charlie Brown Thanksgiving (TV Short 1973)
407,NaN,"[USA, Australia]",2,2089,tt0110353,5.3,Lightning Jack (1994)
408,NaN,[USA],1,614,tt0140471,2.2,Prison Planet (1992)
409,"$325,000",[USA],2,143,tt1872819,7.1,Like Water (2011)
410,"$45,000,000",[USA],14,62205,tt0110357,8.5,The Lion King (1994)
411,NaN,[USA],2,216,tt0110358,4.9,Lion Strike (1994)
412,NaN,[USA],1,1262,tt1227926,8.8,Dr. Horrible's Sing-Along Blog (TV Mini-Series 2008)
413,NaN,[USA],1,409,tt0711242,6.8,"""Street Hawk"" Pilot (TV Episode 1985)"
414,NaN,[Japan],1,399,tt0066603,7.2,Zatoichi Meets Yojimbo (1970)
415,NaN,"[Japan, Hong Kong]",1,345,tt0066602,7.3,Shin zatô Ichi: Yabure! Tôjin-ken (1971)
416,"$7,000,000",[USA],2,384,tt0066601,7.1,Zabriskie Point (1970)
417,"$6,500,000",[USA],3,3318,tt0436331,5.9,Friends with Money (2006)
418,"$93,000,000",[USA],11,33188,tt0163025,5.9,Jurassic Park III (2001)
419,NaN,"[France, Italy]",2,2492,tt0061376,7.4,The Last Adventure (1967)
420,NaN,[France],1,461,tt0246180,4.1,Pétrole! Pétrole! (1981)
421,NaN,[UK],1,284,tt1153077,,"Cardio, Core & Stretch (Video 2007)"
422,NaN,[Soviet Union],1,56,tt0102851,7.0,Schastlivye dni (1991)
423,NaN,[USA],2,1331,tt1049402,6.8,Howl (2010)
424,NaN,[USA],1,343,tt0106774,7.0,Dreamrider (1993)
425,"$2,000,000",[USA],6,11198,tt0848557,5.8,Diary of the Dead (2007)
426,NaN,[Germany],2,765,tt1710625,6.8,Wunderkinder (2011)
427,NaN,[Spain],1,196,tt1710627,4.7,Red Eagle (2011)
428,NaN,[USA],1,609,tt0103184,4.7,V.I. Warshawski (1991)
429,NaN,[USA],1,374,tt1340773,5.1,Elektra Luxx (2010)
430,NaN,[USA],1,529,tt0096075,6.1,Sexpot (1990)
431,NaN,[USA],1,1508,tt0096073,5.9,The Seventh Sign (1988)
432,"$7,000,000",[USA],2,632,tt0096071,6.4,The Serpent and the Rainbow (1988)
433,NaN,[USA],3,1304,tt0109303,6.1,Blown Away (1994)
434,"$4,200,000","[USA, Canada]",1,1314,tt1031254,4.6,Lost Boys: The Tribe (Video 2008)
435,NaN,[France],1,2217,tt0871511,5.2,Passe-passe (2008)
436,NaN,[Luxembourg],1,422,tt0436710,5.0,Le roman de Renart (2005)
437,NaN,[Soviet Union],2,1221,tt0037824,7.5,"Ivan the Terrible, Part I (1944)"
438,NaN,[USA],2,1359,tt0816527,3.9,The Hunt for Eagle One: Crash Point (Video 2006)
439,NaN,[USA],1,78,tt0037820,6.7,Isle of the Dead (1945)
440,NaN,[Germany],1,819,tt0920709,5.8,Hunde haben kurze Beine (TV Movie 2006)
441,NaN,[USA],3,2556,tt0092948,7.5,Eddie Murphy Raw (1987)
442,NaN,[UK],1,676,tt0150488,5.3,B.U.S.T.E.D (1999)
443,"$25,000,000",[USA],7,36650,tt1210042,6.7,Brooklyn's Finest (2009)
444,NaN,"[UK, USA]",1,1384,tt0117364,6.2,The Portrait of a Lady (1996)
445,NaN,[USA],1,2679,tt0852863,8.0,Phineas and Ferb (TV Series 2007– )
446,NaN,[USA],2,3754,tt0090898,7.3,Dallas: The Early Years (TV Movie 1986)
447,"$10,000,000",[USA],1,376,tt0099578,5.6,The First Power (1990)
448,NaN,"[USA, India]",17,35182,tt1217213,7.1,Secret of the Wings (2012)
449,"$6,000,000","[UK, USA]",10,14379,tt0091763,8.2,Platoon (1986)
450,NaN,[USA],1,374,tt0036444,7.1,To Duck... or Not to Duck (1943)
451,NaN,"[USA, South Africa]",1,208,tt0099572,3.5,The Final Alliance (1990)
452,NaN,[USA],3,3359,tt0116019,5.4,Full Circle (TV Movie 1996)
453,NaN,[USA],2,442,tt0096380,5.7,Vice Versa (1988)
454,NaN,[USA],2,2510,tt0099575,4.6,Fire Birds (1990)
455,NaN,[USA],2,2900,tt0099574,6.3,Fine Things (TV Movie 1990)
456,"$12,000,000",[USA],2,1014,tt1190617,4.4,An American Carol (2008)
457,NaN,[USA],2,451,tt0092494,6.4,*batteries not included (1987)
458,NaN,"[UK, Australia, USA]",2,822,tt0092497,7.5,Agatha Christie's Miss Marple: 4:50 from Paddington (TV Movie 1987)
459,NaN,"[Australia, USA]",4,3521,tt0092493,5.4,Crocodile Dundee II (1988)
460,NaN,[USA],1,2922,tt0113198,6.8,A Goofy Movie (1995)
461,NaN,[USA],1,148,tt0259675,4.8,Tortured Females (1965)
462,NaN,"[Italy, France]",3,2606,tt0071129,8.0,Amarcord (1973)
463,NaN,[West Germany],3,2466,tt0071126,4.9,Alpenglühn im Dirndlrock (1974)
464,NaN,[USA],1,51,tt1559036,6.1,The Motel Life (2012)
465,NaN,[Japan],1,272,tt0113194,7.0,The Five (1995)
466,NaN,[USA],1,356,tt0113196,6.7,The Good Old Boys (TV Movie 1995)
467,NaN,[South Korea],1,149,tt1646203,6.9,Du eolgurui yeochin (2007)
468,"$12,000,000",[USA],1,1228,tt0339034,2.1,From Justin to Kelly (2003)
469,NaN,"[UK, France]",3,1958,tt0775489,7.5,L'illusionniste (2010)
470,NaN,[France],2,1635,tt0775480,5.1,Hellphone (2007)
471,NaN,[USA],1,258,tt1522846,3.7,The Bunny Game (2010)
472,NaN,[Hungary],1,800,tt0173078,7.3,Puskák és galambok (1961)
473,"$38,000,000",[USA],4,5460,tt0101761,7.2,The Doors (1991)
474,"$15,000,000",[USA],6,4874,tt0101764,5.3,Double Impact (1991)
475,NaN,"[France, Poland, Norway]",5,2526,tt0101765,7.9,The Double Life of Veronique (1991)
476,NaN,[USA],1,164,tt0101766,6.3,Doublecrossed (TV Movie 1991)
477,NaN,"[USA, Canada]",1,1867,tt0249326,6.5,Voyage of the Unicorn (TV Movie 2001)
478,NaN,[Japan],1,244,tt0071695,7.6,Kozure ôkami: Jigoku e ikuzo! Daigorô (1974)
479,NaN,"[Italy, West Germany]",2,1198,tt0097383,6.4,Francesco (1989)
480,NaN,[Czechoslovakia],1,195,tt0060770,6.8,Návrat ztraceného syna (1967)
481,"$5,000,000","[USA, Canada]",4,2142,tt0097388,4.4,Friday the 13th Part VIII: Jason Takes Manhattan (1989)
482,NaN,"[USA, Canada]",1,198,tt0097389,4.1,"Friends, Lovers, & Lunatics (1989)"
483,NaN,[India],1,232,tt0254481,7.0,Koi... Mil Gaya (2003)
484,NaN,[UK],1,297,tt0054269,7.6,Saturday Night and Sunday Morning (1960)
485,"$12,000,000","[Australia, USA, UK]",4,2462,tt0199626,5.3,In the Cut (2003)
486,"$4,000,000",[USA],2,2644,tt0796375,6.5,You Kill Me (2007)
487,NaN,[India],1,118,tt0347304,8.1,Kal Ho Naa Ho (2003)
488,"$11,000",[USA],1,114,tt0062730,5.4,The Big Snatch (1971)
489,NaN,[USA],3,5027,tt0062737,6.7,Blackbeard's Ghost (1968)
490,NaN,[South Korea],1,160,tt1468365,6.5,Sarangbang seonsoowa eomeoni (2007)
491,"$6,500,000",[South Korea],1,280,tt0462703,6.2,Namgeuk-ilgi (2005)
492,NaN,[USA],1,39,tt0033677,7.3,The Great Lie (1941)
493,NaN,[USA],1,199,tt0097031,2.5,Cemetery High (1989)
494,"$40,000,000",[USA],3,1697,tt0108525,6.1,Wayne's World 2 (1993)
495,NaN,[USA],2,2249,tt0108526,6.0,We're Back! A Dinosaur's Story (1993)
496,"$20,000,000",[USA],2,699,tt0217630,5.2,Loser (2000)
497,NaN,[USA],1,144,tt0108528,6.1,We're Talkin' Serious Money (1992)
498,NaN,[USA],1,234,tt0093722,6.8,Perry Mason: The Case of the Lost Love (TV Movie 1987)
499,NaN,[Italy],1,218,tt0262414,6.5,Federico Fellini - un autoritratto ritrovato (2000)
500,NaN,[USA],1,33,tt0262411,4.9,Fatty Drives the Bus (1999)
501,NaN,"[USA, UK, Hong Kong]",1,343,tt0297814,8.2,Bruce Lee: A Warrior's Journey (Video 2000)
502,NaN,[USA],5,4635,tt2105044,5.8,V/H/S (2012)
503,NaN,[UK],1,44,tt2236426,7.2,Aquarius' Mule (2013)
504,NaN,"[USA, Japan]",2,610,tt0115738,7.3,Box of Moon Light (1996)
505,NaN,[Argentina],1,145,tt0089276,7.8,The Official Story (1985)
506,"$4,500,000",[USA],7,4410,tt0115736,7.5,Bound (1996)
507,NaN,[India],1,157,tt2106537,6.0,Matru ki Bijlee ka Mandola (2013)
508,"$7,000,000",[USA],2,1730,tt0115734,7.1,Bottle Rocket (1996)
509,"$12,000,000",[USA],2,1553,tt0897361,3.6,I Know Who Killed Me (2007)
510,"$7,500,000",[USA],1,691,tt0095088,6.3,Elvira: Mistress of the Dark (1988)
511,"$40,000,000",[Italy],9,36857,tt1946347,5.1,Gladiators of Rome (2012)
512,NaN,[Japan],1,729,tt0476680,6.6,Naruto the Movie: Ninja Clash in the Land of Snow (2004)
513,NaN,"[Netherlands, Belgium]",1,459,tt0476681,7.0,Ober (2006)
514,NaN,[Hungary],1,701,tt0030095,6.9,Döntö pillanat (1938)
515,NaN,"[Turkey, France, Italy]",1,414,tt1233381,7.4,Three Monkeys (2008)
516,NaN,[Hungary],2,365,tt0175917,,Mire a levelek lehullanak... (TV Movie 1978)
517,NaN,"[Italy, France, West Germany]",1,50,tt0064294,6.9,La horse (1970)
518,NaN,[UK],1,128,tt2904626,6.8,Salting the Battlefield (TV Movie 2014)
519,NaN,[Japan],1,45,tt0832449,7.0,One piece: Nejimaki shima no bôken (2001)
520,NaN,[USA],1,858,tt0176799,5.3,Hangman (TV Movie 2001)
521,NaN,[Germany],1,701,tt1462047,5.1,Ein Sommer auf Sylt (TV Movie 2010)
522,NaN,"[France, Italy]",6,5814,tt0069747,7.4,The Mad Adventures of 'Rabbi' Jacob (1973)
523,"$55,000,000","[USA, Canada]",9,52703,tt1462041,5.9,Dream House (2011)
524,NaN,"[France, Belgium]",1,375,tt0069745,5.0,Female Vampire (1973)
525,"$18,000,000",[USA],1,559,tt0090568,5.6,8 Million Ways to Die (1986)
526,"$55,000,000",[USA],9,7494,tt1126591,6.3,Burlesque (2010)
527,"$40,000,000",[USA],6,10894,tt0363988,6.6,Secret Window (2004)
528,NaN,[France],4,2581,tt0090563,7.4,Betty Blue (1986)
529,"$20,000,000","[UK, Canada, USA]",5,7725,tt0489664,6.7,Shattered (2007)
530,NaN,[UK],1,2392,tt1126596,6.7,Adulthood (2008)
531,"$2,000,000",[USA],2,2929,tt0473308,7.1,Waitress (2007)
532,NaN,[South Korea],1,179,tt0241073,6.2,Yeogo goedam (1998)
533,NaN,[France],1,381,tt0046572,7.1,L'étrange désir de Monsieur Bard (1954)
534,NaN,"[Norway, Sweden]",1,286,tt0042650,8.0,Kon-Tiki (1950)
535,"$5,000,000",[USA],1,1969,tt0102443,7.3,A Midnight Clear (1992)
536,"$80,000,000","[USA, Australia]",8,15045,tt0244244,6.5,Swordfish (2001)
537,NaN,"[USA, Canada]",2,5169,tt1438437,5.9,The Phantom (TV Mini-Series 2009)
538,NaN,[Japan],1,963,tt0367151,6.0,Tokugawa onna keibatsu-emaki: Ushi-zaki no kei (1976)
539,NaN,[USA],1,2450,tt1966594,6.1,Drew Peterson: Untouchable (TV Movie 2012)
540,NaN,[USA],1,1982,tt0367153,5.3,Toolbox Murders (2004)
541,NaN,[USA],2,1083,tt0035317,6.8,Sherlock Holmes and the Secret Weapon (1942)
542,NaN,[USA],1,721,tt0968311,5.7,Taken in Broad Daylight (TV Movie 2009)
543,NaN,"[USA, Canada, South Africa]",2,1655,tt0096804,3.2,American Ninja 3: Blood Hunt (1989)
544,NaN,[USA],1,233,tt0111293,6.2,The Stöned Age (1994)
545,NaN,[USA],4,278,tt3138376,4.8,Joy Ride 3 (2014)
546,NaN,[USA],2,347,tt0111299,3.3,The Stranger (1995)
547,"$20,000,000",[USA],5,3443,tt0109348,7.5,Bullets Over Broadway (1994)
548,NaN,[France],5,2482,tt0284735,8.3,Il était une fois... la vie (TV Series 1986– )
549,NaN,[Hungary],1,204,tt0034955,6.7,Külvárosi örszoba (1943)
550,NaN,[UK],2,905,tt2077886,8.7,The Phantom of the Opera at the Royal Albert Hall (2011)
551,NaN,"[USA, Canada]",1,1853,tt2281069,3.6,A Christmas Story 2 (Video 2012)
552,NaN,[USA],1,210,tt1540005,4.2,Cloned: The Recreator Chronicles (2012)
553,NaN,[Finland],1,1149,tt2281065,6.3,21 tapaa pilata avioliitto (2013)
554,NaN,[Japan],1,109,tt0220218,7.7,Cyber City Oedo 808 (Video 1990)
555,NaN,"[Germany, USA]",3,8645,tt1247657,6.7,Friendship! (2010)
556,"$13,000,000",[USA],2,939,tt0111127,6.6,Serial Mom (1994)
557,NaN,[USA],1,251,tt0111125,4.9,Separate Lives (1995)
558,"$90,000",[USA],1,856,tt0068833,6.0,The Last House on the Left (1972)
559,NaN,[USA],1,634,tt0068835,5.8,Last of the Red Hot Lovers (1972)
560,"$35,000,000",[USA],7,18694,tt0478087,6.8,21 (2008)
561,NaN,"[Italy, Germany, USA]",2,980,tt0174792,7.6,Jeremiah (TV Movie 1998)
562,"$8,000,000",[USA],6,9018,tt1800246,6.2,That Awkward Moment (2014)
563,NaN,[USA],1,315,tt2759258,,The 65th Annual Directors Guild Awards (TV Movie 2013)
564,"$40,000,000",[USA],13,88223,tt1800241,7.4,American Hustle (2013)
565,NaN,[USA],1,148,tt0045009,7.4,Park Row (1952)
566,"$130,000,000",[USA],19,148722,tt1815862,5.0,After Earth (2013)
567,NaN,"[Austria, Germany]",1,550,tt0478331,8.0,Workingman's Death (2005)
568,NaN,"[France, Iceland]",1,328,tt0478337,6.4,"Zidane, un portrait du 21e siècle (2006)"
569,NaN,[USA],1,32,tt2290749,2.4,The Sigil (2012)
570,"$550,000",[UK],2,51,tt2290747,5.8,The Rise and Fall of The Clash (2012)
571,"$40,000,000",[USA],9,25503,tt1135503,7.0,Julie & Julia (2009)
572,"$1,500,000",[USA],2,1362,tt1135500,5.4,Homecoming (2009)
573,NaN,[Hungary],1,217,tt1135508,,Látogató a végtelenböl (TV Movie 1989)
574,NaN,[USA],1,306,tt0206113,6.4,Madison (2005)
575,NaN,[Italy],2,653,tt0206119,5.9,"Maria, figlia del suo figlio (TV Movie 2000)"
576,"$2,000,000",[Thailand],3,4443,tt1420771,5.1,Fireball (2009)
577,NaN,[USA],1,511,tt0110653,4.3,New Eden (TV Movie 1994)
578,NaN,"[Peru, USA]",1,228,tt0110651,3.6,New Crime City (1994)
579,NaN,[USA],1,502,tt0110656,5.7,Next Door (TV Movie 1994)
580,"$35,000,000",[USA],5,2130,tt0114576,5.6,Sudden Death (1995)
581,NaN,[Hungary],2,1377,tt0130107,7.5,Mamiblu (1986)
582,"$36,000,000",[USA],2,704,tt0117008,6.8,Matilda (1996)
583,"$47,000,000","[USA, UK]",1,339,tt0117002,5.8,Mary Reilly (1996)
584,NaN,[France],1,2763,tt1757912,5.6,"Titeuf, le film (2011)"
585,NaN,[Hungary],1,275,tt0166865,6.0,VII. Olivér (TV Movie 1969)
586,NaN,[Italy],1,120,tt0075109,6.2,Meet Him and Die (1976)
587,NaN,[USA],1,61,tt1612246,7.2,Bag It (2010)
588,NaN,[Hungary],1,1672,tt1027177,6.4,Tibetben a lélek (2006)
589,"$45,000,000",[USA],2,4188,tt0161083,5.4,What's the Worst That Could Happen? (2001)
590,"$100,000,000",[USA],4,5315,tt0161081,6.6,What Lies Beneath (2000)
591,NaN,"[France, Germany, Ireland]",1,359,tt2397521,6.2,Der Mondmann (2012)
592,"$2,000,000",[USA],1,217,tt0161084,4.0,Whatever It Takes (1998)
593,NaN,[West Germany],2,5512,tt0180797,6.8,Life of Adolf Hitler (1961)
594,NaN,"[Canada, UK]",1,171,tt1809287,5.1,Irvine Welsh's Ecstasy (2011)
595,NaN,[Austria],1,64,tt3421186,5.7,Bad Fucking (2013)
596,NaN,[Hungary],1,418,tt1479260,,Kaviár és lencse (TV Movie 1985)
597,"$19,400,870",[USA],6,6132,tt0075860,7.7,Close Encounters of the Third Kind (1977)
598,NaN,"[USA, Germany, Canada]",5,4872,tt0314786,5.7,The In-Laws (2003)
599,"$2,000,000",[USA],4,896,tt0040525,7.7,The Lady from Shanghai (1947)
600,NaN,[Indonesia],1,0,tt0087142,6.1,Golok setan (1984)
601,NaN,[USA],5,3466,tt0456020,5.9,Waist Deep (2006)
602,NaN,"[USA, Germany, Canada]",3,10518,tt1138489,6.3,Personal Effects (2009)
603,NaN,"[Canada, Luxembourg]",1,366,tt0267384,7.0,Confessions of an Ugly Stepsister (TV Movie 2002)
604,NaN,[Czechoslovakia],1,224,tt0232750,7.6,Sílene smutná princezna (1968)
605,"$18,000,000",[USA],5,33083,tt1132623,7.7,You Don't Know Jack (TV Movie 2010)
606,"$13,000,000","[Sweden, Denmark, Germany, Norway]",9,100626,tt1132620,7.8,The Girl with the Dragon Tattoo (2009)
607,"$10,800,000","[USA, Canada]",6,18813,tt1132626,5.8,Saw V (2008)
608,NaN,[USA],1,2683,tt0421012,6.1,XMA: Xtreme Martial Arts (TV Movie 2003)
609,NaN,"[Canada, France, UK]",2,1096,tt0386669,5.4,Battle of the Brave (2004)
610,NaN,"[Czechoslovakia, West Germany]",1,275,tt0075811,7.8,The Sorcerer's Apprentice (1978)
611,NaN,[USA],1,464,tt0267657,5.8,The Land Before Time VII: The Stone of Cold Fire (Video 2000)
612,NaN,[Italy],1,323,tt1277728,7.0,Mid-August Lunch (2008)
613,"$6,500,000","[UK, Hungary]",1,343,tt0267659,4.8,Last Run (2001)
614,NaN,[Austria],1,1915,tt0311320,7.3,Im toten Winkel - Hitlers Sekretärin (2002)
615,NaN,"[France, Italy]",2,1426,tt0057344,7.4,Any Number Can Win (1963)
616,"$900,000","[France, Italy]",3,831,tt0057345,7.8,Contempt (1963)
617,NaN,[Canada],2,593,tt0126698,4.4,Tiger Claws II (1996)
618,NaN,[USA],2,4091,tt0313255,5.9,Barbie as Rapunzel (Video 2002)
619,NaN,[Hungary],3,1403,tt0358670,6.8,Forest (2003)
620,NaN,"[Germany, UK]",1,302,tt0313250,3.8,Baltic Storm (2003)
621,NaN,"[Canada, USA, Germany]",2,2629,tt0461703,4.6,Skinwalkers (2006)
622,"$1,000,000",[USA],2,681,tt0384286,5.9,Cry_Wolf (2005)
623,NaN,[USA],3,1231,tt1082853,5.9,Management (2008)
624,"$6,500,000",[USA],5,5539,tt0790712,7.2,The Messenger (2009)
625,NaN,[France],1,465,tt0450680,6.6,Flandres (2006)
626,NaN,[Hungary],1,262,tt0059375,,"Házasodj, Ausztria! (TV Movie 1970)"
627,NaN,[USA],1,481,tt1176726,6.7,Cocaine Cowboys 2 (2008)
628,NaN,"[France, Italy, UK]",1,459,tt0059377,5.6,Lady L (1965)
629,NaN,[USA],3,2514,tt1176724,6.1,Across the Hall (2009)
630,NaN,[Hungary],3,1466,tt0059373,7.4,A köszívü ember fiai (1965)
631,NaN,[USA],9,55631,tt2294677,6.7,In a World... (2013)
632,NaN,[USA],1,231,tt3009336,7.5,Mike Tyson: Undisputed Truth (TV Movie 2013)
633,"$750,000",[USA],1,261,tt0046828,7.0,Carmen Jones (1954)
634,"$6,000,000",[UK],1,346,tt1134664,5.3,Boogie Woogie (2009)
635,NaN,[Japan],1,204,tt0456978,6.7,Shin Kyûseishu densetsu Hokuto no Ken - Kenshirô den (2008)
636,"$25,000,000",[USA],3,8583,tt0380623,5.4,The Perfect Man (2005)
637,NaN,"[Netherlands, Belgium]",5,9997,tt0795441,7.1,Oorlogswinter (2008)
638,NaN,[Canada],1,334,tt0089789,6.4,The Peanut Butter Solution (1985)
639,"$22,000,000",[USA],2,3193,tt0086361,4.3,Staying Alive (1983)
640,"$5,000,000","[USA, Canada]",15,56589,tt2226417,6.7,Insidious: Chapter 2 (2013)
641,"$13,000,000",[USA],2,3209,tt0416185,6.8,Resurrecting the Champ (2007)
642,NaN,[USA],1,1135,tt0088433,7.0,Yogi Bear and the Magical Flight of the Spruce Goose (TV Movie 1987)
643,NaN,[UK],1,17,tt0250037,4.5,Teletubbies: Here Come the Teletubbies (Video 1998)
644,NaN,[],2,2194,tt0250036,4.3,Teletubbies: Dance with the Teletubbies (Video 1998)
